,vehicle_count,average_speed,lane_occupancy,flow_rate,time_of_day,waiting_time
166,80,51.09365827138973,95.29626866495022,1071,afternoon,12.654459338092797
167,123,8.273517328332495,11.830142125621324,573,morning,80.1071751192631
168,108,51.816559717365195,24.648497650229984,1064,afternoon,15.659415441889248
169,46,44.16525344756994,86.83175421188669,736,evening,35.500542147820745
170,120,19.534679461083236,58.43311350585031,1133,afternoon,30.40182153341066
171,61,64.62446063990863,54.742844625540435,1430,morning,9.48307500924164
172,106,80.36998353225444,59.434525173378404,1371,morning,23.00360765068253
173,80,88.4995325748776,25.226455955660253,1116,morning,15.82797359857715
174,43,56.53744698062398,76.14472231622088,824,evening,14.082247367577242
175,106,50.448531823991125,49.65321136485517,594,morning,59.854215542800695
176,73,85.48391553699132,4.259594125619515,530,afternoon,4.516258395542795
177,36,55.046687800387566,17.715826228875486,1523,night,15.84902020201556
178,76,43.18687013431095,81.6624155381544,757,night,0.2032606270904525
179,101,36.88131902847002,34.50447656384977,1279,morning,9.109885579640805
180,97,61.07481841037357,77.34441270163774,920,evening,29.165742717098976
181,117,17.267240474118317,66.33767353864484,534,afternoon,2.7477480816008515
182,59,73.19176823813044,30.145978072643288,1075,afternoon,9.489903833617497
183,70,22.18515784400793,12.703554400057271,643,evening,63.665165933760605
184,49,33.04443372644543,80.69452865592834,1317,afternoon,35.31363163216964
185,94,56.183697827918884,64.30873608296737,500,morning,2.186436834871849
186,36,84.91215876624636,30.07975085525736,1388,afternoon,146.30862577143515
187,99,44.62785638945418,52.32749682242278,819,night,87.08999504843524
188,41,28.983564932994703,61.19030715180202,983,evening,4.583693335658962
189,83,71.34899209018025,0.21185216793616624,835,afternoon,76.4808365294309
190,49,41.181345513635044,67.05132747839377,614,afternoon,23.95148136903981
191,104,16.416101150074887,65.60780670822804,1196,evening,79.51369636979364
192,36,62.12241833815334,8.257842160374551,1373,afternoon,103.30821531964325
193,57,45.5555318390622,78.77533337173111,1028,evening,35.4823484403299
194,50,45.12010000815976,82.508884999362,880,morning,10.329593429444275
195,103,64.74123022449102,29.016247073068925,929,evening,77.57131652499336
196,80,66.55356815114324,16.221265716032264,727,afternoon,25.562770806348844
197,104,34.969567220338725,68.64814990862632,1091,afternoon,12.535612925860743
198,111,52.4468158680512,12.335015844952357,1214,morning,18.487692402210588
199,86,18.83411356014442,85.80424169585282,954,afternoon,15.636483527784002
200,117,44.857586955394716,48.012948504447465,759,night,82.1351918212179
201,69,32.44907641168575,90.98089819869652,1053,night,51.41614154486019
202,104,45.793995208868765,64.21693720072176,725,afternoon,0.95632726711007
203,120,41.80698616968537,28.509226595629134,692,afternoon,0.2971364985553912
204,113,46.362746852504834,46.80377156672798,754,afternoon,2.156955264420542
205,121,16.571589866530772,52.93471476424594,1472,evening,28.278030975324217
206,135,23.64083142353028,81.51586649032895,818,afternoon,50.537739752641556
207,44,45.66415393698616,86.18551641700576,810,evening,21.705005949756558
208,123,79.88840814830428,68.3011776214146,505,afternoon,22.95355548497859
209,116,64.64047999338443,29.419810517269074,784,afternoon,8.249787269393485
210,84,58.679897033829185,52.85685079627853,878,afternoon,18.446292507357434
211,101,38.090992126587174,13.0621852380293,871,morning,8.905561903145674
212,103,31.1090745823082,23.010947545457682,1487,evening,9.606690002791852
213,117,62.49347295591692,30.305863421663993,1049,morning,14.885988261340495
214,118,26.70049051453126,7.275993158256067,1299,afternoon,1.4613731364614966
215,117,82.63859133200734,88.49886056707629,1402,morning,93.00503690518529
216,98,49.13179253976208,12.264417722520339,633,morning,73.69399393748365
217,62,90.29187659535395,69.68387260854527,753,night,47.72808985250029
218,75,84.06718722608943,50.56618688178474,1335,morning,25.215404650679954
219,116,58.426060290382615,83.17678285758066,531,evening,50.30348918263078
220,117,57.63367482550764,74.10357482166818,1072,afternoon,109.64905148112896
221,91,37.09985727070813,75.97380053396857,1370,afternoon,10.00482454191468
222,104,76.44051337142471,41.83462776578493,623,night,13.589682694294346
223,44,42.37232985553928,83.39761358960871,928,night,39.174171409806334
224,132,16.231988353291214,9.47418755868058,910,evening,30.889277737440242
225,48,73.07845265886397,44.44190158606418,947,evening,52.25803937420609
226,98,60.91515705565204,99.46140608000046,1373,afternoon,12.7844488086092
227,119,39.70125237375011,94.81145450425356,929,afternoon,11.15594625497814
228,120,55.29899187818531,8.22125849821208,1441,morning,26.414470853248755
229,42,50.65432066903852,57.29855891668376,1056,evening,4.729728291632792
230,63,79.56441822306977,31.565061175407628,1453,night,1.2113775250866883
231,93,29.860814470749727,72.84725350098749,1195,afternoon,8.396803956529547
232,80,79.80007420609887,73.57874336485662,938,afternoon,5.170821450620902
233,107,76.6028901076517,0.009326802124287603,540,morning,0.2009279588074678
234,41,37.19027372927798,84.58191807713563,693,night,45.15352361704678
235,82,58.41152154226147,22.35827077366127,904,afternoon,23.506044970498884
236,24,60.95561751954246,96.59066142192646,635,evening,33.16485329390145
237,79,109.57292373891504,90.5431307896105,1487,evening,5.339748807878058
238,77,34.385345814617864,19.0659049046794,1196,evening,8.899341930787823
239,60,11.490162075755975,63.63354239632278,622,morning,1.8598485841063375
240,100,9.797445364375633,29.635130601008587,726,morning,179.4310599899796
241,120,54.22327069525063,10.298413535770745,1115,evening,3.2638934366833507
242,26,70.4950522332021,87.40023281042775,1219,night,2.841356039528818
243,84,32.208525057113135,18.082647221348857,914,afternoon,28.570633465830124
244,122,46.174979766657245,42.09675604129782,1203,afternoon,12.098750421379293
245,52,41.14320930039398,92.41891260190151,1226,afternoon,65.5652082618606
246,86,27.139145740175067,7.535434139725428,1275,evening,53.42788208875482
247,50,62.066078103181454,55.05844957273184,584,evening,60.78331092370037
248,118,15.065952121243477,57.21443723206534,596,evening,39.85551844031335
249,51,62.76197208346948,76.30667106774776,990,morning,4.239640229154162
250,35,41.39537509198975,82.71308697588567,1206,morning,1.9717519316864256
251,34,69.69179078759755,42.414379476053966,1484,evening,2.004379109940967
252,122,53.45068412684666,74.36830406979402,1353,evening,48.55127208995887
253,118,18.995488365512443,91.04393171477591,1047,night,32.1110303510204
254,74,56.25367612043457,88.62661990558598,849,afternoon,118.87481212798771
255,123,42.34089430289825,50.18190686158982,1254,morning,30.943326680541226
256,54,71.86069996365,60.70295495132686,566,afternoon,8.601013464864288
257,118,64.54866556238059,67.28088619146614,1304,evening,2.8133122472386676
258,128,72.87588973344715,81.91087999164085,841,evening,13.652249486219032
259,123,43.09484305109111,50.77330898382672,501,night,6.682919483143547
260,101,31.67850080492649,11.190001929607007,1321,night,29.69774367391137
261,89,49.70834533423156,38.53017371169367,1406,morning,3.0265436791926996
262,52,64.66156498642512,72.02020794212429,1201,morning,44.41954533507396
263,63,30.828669077308845,62.379894518388845,744,afternoon,35.77621962863664
264,59,56.17505970005064,75.34918014842418,721,afternoon,39.99488262563883
265,124,57.52014365623096,49.99537383223321,1483,morning,100.98385772949206
266,93,77.50718596242947,17.44047725452007,925,evening,31.542706194239184
267,121,29.15433108763051,11.520753860718235,1023,morning,46.61334388315225
268,76,59.84921081083795,48.1261939013507,1015,afternoon,2.6749230135579753
269,30,40.16162052731153,20.572483621538396,964,morning,85.9888542379156
270,42,34.8964220082295,98.22668880537593,1208,afternoon,7.399002244914799
271,67,88.84842375214981,19.87529719393397,705,afternoon,20.380335161084847
272,125,58.906441872120375,56.678429468965966,1391,afternoon,94.4625734643158
273,101,80.7386773360625,0.17679341907893553,935,night,5.930252095699219
274,67,35.05899598198984,25.364508219896166,1332,evening,1.0845808647308648
275,54,83.5317701505714,25.913848721911272,1097,afternoon,10.574691092881382
276,41,41.84777874712253,73.79874356160046,1134,evening,5.101435590210457
277,126,65.9003969780911,49.56261385444596,495,evening,33.08135665563341
278,108,31.096792892942617,1.2091851010781696,596,morning,9.787474090929937
279,70,28.54183753441103,37.917093885588095,1223,night,1.9470157168631077
280,28,49.46837166507431,64.47810970720964,1370,night,67.05439021816042
281,24,80.97945418987186,63.67069548707419,1001,evening,1.5222198820408905
282,36,75.27626226062101,5.388871421255548,1256,evening,9.493609603356125
283,106,52.82636245416146,92.89129323735197,826,morning,8.244729462104644
284,47,43.53771126061713,24.699106874736444,709,morning,0.7136234145509803
285,34,56.36874706826,89.15261141048323,1026,afternoon,5.4180685360220675
286,45,28.958194598720816,21.3414445927673,505,night,50.5974975977562
287,121,52.80014082558574,56.78502842670208,783,night,1.1475118149438945
288,46,50.94645477996541,40.60803082459395,722,evening,0.7050384732256675
289,73,51.0349840698383,58.13492831464105,695,afternoon,30.155397373865014
290,97,59.289077722096124,49.78628141665532,1327,evening,2.7937958931408273
291,73,65.84083008575504,0.20473108536820384,1269,evening,13.936347672371982
292,104,2.197773281804494,35.13323747985915,1256,afternoon,0.06431551282892903
293,29,33.382043394034454,1.121715632969944,1139,night,13.500378414079497
294,102,36.889061054526564,68.33665346581084,804,evening,11.483606698847352
295,103,46.83322995828236,85.34958051885306,856,evening,28.45670657792691
296,116,48.59498208477861,38.471446170986056,658,morning,20.740208423769452
297,41,62.68334084546583,52.48020375681086,856,night,34.04507694842577
298,64,56.44019259618312,6.583734717925893,1491,evening,82.3986066491599
299,63,73.96490670832513,38.51974088135323,1347,afternoon,47.56773841645031
300,83,43.99701995090273,13.886040643129139,744,evening,81.33949200109221
301,115,36.41676553514154,6.470183894833504,596,morning,1.6725412085134204
302,117,47.201840549842174,17.203314750087895,1260,night,139.18972674902537
303,42,50.59573361563606,87.08439435650762,1146,night,11.660869325578734
304,46,51.988485231043484,98.22044033289491,857,morning,9.718681651437446
305,106,44.88092784207343,87.92141327696012,934,morning,15.501366899235665
306,81,71.71633749513231,96.96704716857255,1098,afternoon,45.877473588623324
307,73,69.70621072107781,73.08068014854624,1108,morning,92.5597016414495
308,42,71.7513981405303,15.970549981864668,1397,evening,24.23894662477263
309,96,30.26647458784236,56.31704530779338,1008,night,5.030817274645296
310,106,64.49298460158816,73.15960696337237,1433,night,7.2260272295808665
311,30,82.11545458785342,51.34627941487978,493,evening,15.594555163531131
312,113,72.38825826966803,55.46672341022332,740,evening,13.659702996899865
313,120,39.72695894860785,58.61900950145124,862,evening,8.164893518808158
314,107,43.363838469570645,46.68464393794503,730,afternoon,56.95927804345105
315,60,18.603868926409973,29.058846643238745,1465,afternoon,9.85980776989991
316,104,75.71791745654522,63.70251388046281,1171,evening,26.950073054788604
317,42,30.46663068267914,5.350839589417323,776,night,19.577595361903015
318,71,40.41664639059762,17.092724669823202,1353,night,77.09833500559995
319,104,61.17785324763339,92.52615379869654,1075,evening,29.74016049151065
320,66,52.890318769253795,48.881625248881036,794,night,12.10821080538061
321,127,57.290222710746676,82.16838113619207,1182,morning,30.540718083406617
322,95,38.47398346588144,72.65406916868662,701,afternoon,11.521671803999041
323,123,24.82514485751496,32.0709053984187,968,evening,2.8580022457612406
324,91,54.32287489107469,80.36490630604574,1140,morning,19.91964433897267
325,49,32.391542624154205,9.132244005330847,661,afternoon,59.025883200801964
326,106,60.40892051880554,87.4978254346539,542,evening,71.96658646851004
327,102,32.16707106047565,68.05600013304229,1383,morning,23.540908004651985
328,73,47.01062753660233,92.70723169184653,1189,afternoon,36.07160954622016
329,41,84.31950864631048,89.55104002489051,881,night,28.301483413532107
330,107,54.36678509676682,38.02620355687323,775,afternoon,49.952456129336866
331,53,34.0023104703733,85.68325218693683,1117,afternoon,3.2684974599616403
332,78,59.98193234578658,56.30160720193349,736,evening,15.39344950033379
333,48,47.16302523841017,15.71143163666594,1251,afternoon,8.753945175531687
334,120,34.22750822641834,82.95508633912837,870,evening,0.1979283622773615
335,65,50.48695435447262,90.7919758640269,731,night,53.144573328614335
336,47,74.80360371508976,8.45472076590994,1302,evening,4.322543546930255
337,34,62.07969507797742,93.0552844110375,1288,afternoon,11.7191608860959
338,87,46.36026744235337,60.126490961878964,709,evening,60.494388479036886
339,115,25.743717184373303,2.589741540221302,1465,night,38.33046798901064
340,51,64.68667767501682,54.17946312703841,855,evening,25.15998539215082
341,43,59.55956196253764,79.67490342833763,763,morning,11.143544718058953
342,122,17.47130236198565,53.31814471352201,463,afternoon,21.728126623696895
343,112,20.370273806078497,70.7246253957861,1217,morning,1.736432922760924
344,115,81.45436536198733,87.95827318772463,1235,morning,38.981208884183715
345,53,56.40120016685246,86.97615101553738,738,afternoon,8.127331274238138
346,109,22.15314839470483,17.886991793553964,623,evening,19.571689750972126
347,81,72.73722437967416,42.713002509557995,1366,night,2.9770372516291324
348,41,74.33067345124684,11.11650658800981,922,morning,37.21785558874443
349,85,35.80403601245442,59.509781708304466,933,night,67.8523163240198
350,63,31.547192643715547,95.47267511456624,601,evening,18.26067075239949
351,46,51.59027434741528,18.184697296979035,907,evening,2.6068116803036583
352,43,53.202063823099756,40.363036378536734,668,morning,87.05352463013047
353,56,46.836096943792136,95.4026799990689,944,night,17.774594406700842
354,29,28.54897566140416,75.01182264146688,895,evening,2.512519504867427
355,60,42.965901069023914,7.116947907055982,751,afternoon,6.263432372063552
356,94,41.51350168233117,42.84155665731425,962,morning,3.829706644926937
357,73,20.24192811342838,98.78857215176552,1022,evening,6.601649886280762
358,45,69.83114605764109,45.32425984817723,1513,morning,5.080487028907383
359,118,28.772230160361516,62.94014099369555,1279,morning,76.8708524431553
360,63,76.11987694966751,70.09767010625232,817,afternoon,7.036537880822733
361,46,53.06742650776276,66.39313898486672,789,evening,17.50009728018697
362,39,37.160050255504196,51.87184590409119,672,afternoon,39.26654749150343
363,127,57.75179726725691,13.279568749099479,802,morning,33.90059305639516
364,120,47.340685829335165,70.84148600805138,618,evening,94.02652134229831
365,102,76.4840982895273,93.33278727113755,550,night,101.46793884027178
366,79,92.42018440539779,94.16966472721224,959,morning,25.367594316262775
367,122,57.8500781904095,59.338940617056636,754,evening,41.86658529201015
368,50,46.42458123370014,49.219748914444374,1144,afternoon,14.635022562438726
369,82,82.05667215322566,33.39611003250344,725,morning,16.82412449267477
370,84,45.90489953353237,10.35689886997636,1309,evening,3.306884897337997
371,123,39.463976691144275,88.31178242830914,1109,afternoon,33.5723673820264
372,73,74.61120256584618,13.705342058341309,811,night,9.466347679807795
373,111,66.79144621143352,28.794572945144104,1516,afternoon,2.49692619215184
374,91,39.71816436202712,74.03984707524745,1115,morning,3.10190319068196
375,122,56.29853852703427,70.4763683662552,1162,afternoon,38.4447302574972
376,46,43.12228500505126,68.10127540320266,1022,evening,7.799173328304749
377,102,62.08459307756429,74.17069954549105,1132,morning,44.08836214913701
378,124,60.08698231439283,54.1977413948906,1024,morning,70.90829424545264
379,115,24.43485908571891,15.495097614698583,745,evening,12.504069295879004
380,117,50.827783784742465,99.83580130291347,1490,afternoon,47.37833122775741
381,68,20.32694212160326,89.21395871620079,923,evening,16.79781448547057
382,91,21.546299100781873,43.11522470616968,952,evening,44.38081750389314
383,58,40.128031915736244,53.032610975463626,1079,morning,10.989772549166373
384,81,38.06254912450791,39.355095015367006,699,morning,80.42196251424672
385,118,15.805438081821308,63.79781756531884,585,evening,130.76472557239862
386,119,26.268107578268488,73.11400397533495,659,night,14.640283448186628
387,56,19.170949606287444,23.156319877610454,820,night,6.654103657251191
388,119,35.17698486921326,43.2796533512297,1196,night,34.68700673922898
389,119,60.52364163516107,64.02347867422048,1225,night,26.282856363553016
390,101,79.53326169762018,98.80197205852998,1039,afternoon,142.91745602949268
391,129,71.15536705296137,32.4874135800422,1382,morning,50.07471024866031
392,70,58.67896781909552,74.50004468590338,1172,night,54.073324997446136
393,76,57.548513156208195,34.66717635476921,1184,evening,38.89146098240737
394,65,47.88220427645212,9.233975303635866,978,morning,12.959926040654596
395,42,48.0016636995781,77.01458200274809,1514,afternoon,82.39240517715437
396,91,77.69085139701912,64.93068829755434,1215,morning,18.80225789804623
397,115,62.37019204296763,51.4339715522804,1088,night,15.29694771451358
398,125,53.985738202429744,67.50358888267911,694,afternoon,6.478888460418142
399,52,14.891862599599307,87.9300053959024,1194,afternoon,10.87031656711069
400,109,64.56878393891674,75.65106010010774,647,evening,0.06771658759330491
401,132,64.82673405301689,85.7817422926187,1207,evening,32.35587398444027
402,100,37.60215982683275,29.00188364857853,833,afternoon,27.90154314391015
403,118,54.52749793032296,80.04835172951968,1131,morning,15.476812426980956
404,39,47.327584911943916,36.00093471331112,576,evening,102.43508154844673
405,127,39.2351802668115,2.0651856393927304,936,night,35.43760618078556
406,39,58.20468482775006,4.3184236456999425,1487,afternoon,8.34051616007077
407,107,28.381446787784284,73.03545627051575,858,morning,14.2783208614912
408,56,90.77752735716454,27.19093046394978,1057,morning,21.75770198763255
